Position,points,name,challenge
54,1782,Astas Krigare,"{'challenge_name': ['Cardi\\x00', 'Mudslinger', 'n1ghtDoSer', 'imp0stor', 'gungun', 'arlanda', 'Sleeping_Jester', 'Red teaming?', 'Frågeformulär', 'Robotfilter', 'HittaHit 2', 'Packman', 'Golf-SM', 'Långtidsminne', 'XML-kontroll', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Forensik', 'Övriga', 'Webb', 'OSINT', 'Reversering', 'Exploatering', 'Forensik', 'Webb', 'OSINT', 'Webb'], 'challenge_points': ['475', '50', '286', '50', '383', '50', '338', '50', '50', '50'], 'solve_time': ['2024-11-16T20:12:18.999555Z', '2024-11-16T17:09:09.044857Z', '2024-11-16T17:00:37.578632Z', '2024-11-16T16:33:47.715498Z', '2024-11-16T14:29:19.811666Z', '2024-11-16T14:13:24.349151Z', '2024-11-16T14:09:03.697175Z', '2024-11-16T13:54:42.917122Z', '2024-11-16T13:38:17.475779Z', '2024-11-16T13:18:48.651162Z']}"
55,1780,SlaskOps,"{'challenge_name': ['nz', 'surmule', 'whois', 'Hönan och Ägget', 'Frågeformulär', 'Långtidsminne', 'Robotfilter', 'Fillagringstjänst', 'KrEncyclopedia', 'Intern 2', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Övriga', 'Övriga', 'Forensik', 'Webb', 'Webb', 'Kryptografi', 'OSINT', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['168', '50', '338', '286', '152', '111', '425', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:26:48.382053Z', '2024-11-16T17:11:29.543261Z', '2024-11-16T16:52:48.324496Z', '2024-11-16T16:05:03.034442Z', '2024-11-16T15:28:27.789969Z', '2024-11-16T15:22:12.221280Z', '2024-11-16T14:47:39.464899Z', '2024-11-16T13:57:27.511310Z', '2024-11-16T13:32:58.417624Z', '2024-11-16T13:23:03.205862Z', '2024-11-16T13:17:53.488610Z', '2024-11-16T13:17:09.833444Z']}"
56,1780,HappyMoose,"{'challenge_name': ['zeec', 'frasse', 'whatajoke', 'c_t', 'slimak', 'Hönan och Ägget', 'Robotfilter', 'Fillagringstjänst', 'Långtidsminne', 'Intern 2', 'Frågeformulär', 'XML-kontroll', 'Golf-SM', 'KrEncyclopedia', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Webb', 'Forensik', 'OSINT', 'Övriga', 'Webb', 'Exploatering', 'Kryptografi', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['168', '286', '152', '338', '425', '50', '50', '50', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:12:56.051326Z', '2024-11-16T20:02:19.474477Z', '2024-11-16T19:15:57.121018Z', '2024-11-16T17:58:03.804432Z', '2024-11-16T17:07:59.314146Z', '2024-11-16T17:06:35.031910Z', '2024-11-16T16:35:34.797618Z', '2024-11-16T15:37:36.740540Z', '2024-11-16T14:35:08.585696Z', '2024-11-16T14:20:14.292354Z', '2024-11-16T13:49:35.739968Z', '2024-11-16T13:40:29.024395Z']}"
57,1776,PwnCats,"{'challenge_name': ['jike', 'Spacechrist', 'Cajac', 'hehenää', 'Antondubbelv', '0x30Mushti', 'Regclip', 'carnyk', 'j3k', 'Sök', 'Frågeformulär', 'Hönan och Ägget', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1', 'Långtidsminne', 'KrEncyclopedia', 'Robotfilter', 'KaKlickare', 'Golf-SM', 'XML-kontroll'], 'challenge_category': ['Webb', 'Övriga', 'Övriga', 'Webb', 'OSINT', 'OSINT', 'Forensik', 'Kryptografi', 'Webb', 'Webb', 'Exploatering', 'Webb'], 'challenge_points': ['421', '50', '168', '152', '50', '50', '338', '111', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T17:21:27.412266Z', '2024-11-16T17:02:16.498342Z', '2024-11-16T16:57:02.539943Z', '2024-11-16T16:30:55.287616Z', '2024-11-16T15:02:01.425500Z', '2024-11-16T14:17:19.606466Z', '2024-11-16T14:12:17.749692Z', '2024-11-16T14:01:14.633216Z', '2024-11-16T13:40:12.060539Z', '2024-11-16T13:15:37.105567Z', '2024-11-16T13:08:40.331127Z', '2024-11-16T13:04:06.670867Z']}"
58,1733,AG1337,"{'challenge_name': ['molotov', 'Hedman9000', 'Klasse', 'kindalur', 'Valpen', 'Mattemarklund', 'luxxor', 'IsabellaEliasson', 'Caze', 'Zengin', 'Frosty', 'NeovIM', 'Långtidsminne', 'Frågeformulär', 'Hönan och Ägget', 'HittaHit 2', 'Fillagringstjänst', 'HittaHit 1', 'Robotfilter', 'Golf-SM', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Forensik', 'Övriga', 'Övriga', 'OSINT', 'Webb', 'OSINT', 'Webb', 'Exploatering', 'Webb', 'Webb'], 'challenge_points': ['489', '338', '50', '168', '50', '152', '50', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T20:00:58.953944Z', '2024-11-16T18:37:42.709555Z', '2024-11-16T17:28:54.898898Z', '2024-11-16T16:01:05.430952Z', '2024-11-16T14:14:48.535742Z', '2024-11-16T14:10:10.651019Z', '2024-11-16T14:08:49.747093Z', '2024-11-16T13:51:54.004005Z', '2024-11-16T13:33:44.867262Z', '2024-11-16T13:14:47.811071Z', '2024-11-16T13:07:07.869745Z']}"
59,1732,t1g3rs,"{'challenge_name': ['t1g3rs', 'gamlaE4an', 'Samruc', 'XML-kontroll', 'Långtidsminne', 'Packman', 'Frågeformulär', 'Golf-SM', 'Buggigt', 'KrEncyclopedia', 'HittaHit 2', 'HittaHit 1', 'Hönan och Ägget', 'KaKlickare'], 'challenge_category': ['Webb', 'Forensik', 'Reversering', 'Övriga', 'Exploatering', 'Övriga', 'Kryptografi', 'OSINT', 'OSINT', 'Övriga', 'Webb'], 'challenge_points': ['50', '338', '383', '50', '50', '432', '111', '50', '50', '168', '50'], 'solve_time': ['2024-11-16T20:10:28.416479Z', '2024-11-16T19:18:43.990356Z', '2024-11-16T17:43:51.407221Z', '2024-11-16T17:31:05.037966Z', '2024-11-16T16:38:17.458010Z', '2024-11-16T16:21:23.570174Z', '2024-11-16T15:46:00.461252Z', '2024-11-16T15:39:40.183511Z', '2024-11-16T15:25:15.378237Z', '2024-11-16T14:24:27.933525Z', '2024-11-16T13:23:00.154554Z']}"
60,1727,sessantanove,"{'challenge_name': ['Sx4DoW', 'rxndxm', 'NeovIM', 'Hönan och Ägget', 'Frågeformulär', 'Buggigt', 'Fillagringstjänst', 'Golf-SM', 'HittaHit 1', 'KaKlickare', 'Robotfilter'], 'challenge_category': ['Övriga', 'Övriga', 'Övriga', 'Övriga', 'Webb', 'Exploatering', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['489', '168', '50', '432', '152', '50', '50', '50', '286'], 'solve_time': ['2024-11-16T20:48:27.561647Z', '2024-11-16T17:21:58.266937Z', '2024-11-16T17:04:03.007625Z', '2024-11-16T16:41:22.992047Z', '2024-11-16T15:36:06.264168Z', '2024-11-16T14:23:01.451176Z', '2024-11-16T14:10:55.664449Z', '2024-11-16T13:41:49.261211Z', '2024-11-16T13:35:15.743101Z']}"
61,1682,Halt and Catch Fire,"{'challenge_name': ['Baggio', 'anko', 'Schaffer', 'abbe', 'sstendahl', 'Koeman', 'Buggigt', 'Frågeformulär', 'Långtidsminne', 'Golf-SM', 'Hönan och Ägget', 'KrEncyclopedia', 'Packman', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Övriga', 'Forensik', 'Exploatering', 'Övriga', 'Kryptografi', 'Reversering', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['432', '50', '338', '50', '168', '111', '383', '50', '50', '50'], 'solve_time': ['2024-11-16T20:28:40.986051Z', '2024-11-16T18:24:36.346945Z', '2024-11-16T17:37:38.702102Z', '2024-11-16T16:36:07.367525Z', '2024-11-16T15:46:05.919509Z', '2024-11-16T15:45:39.388803Z', '2024-11-16T14:43:51.684882Z', '2024-11-16T14:28:22.678678Z', '2024-11-16T14:09:43.016840Z', '2024-11-16T13:40:08.846601Z']}"
62,1622,ABTI,"{'challenge_name': ['hanz', 'Intern 2', 'KrEncyclopedia', 'Buggigt', 'Golf-SM', 'HittaHit 1', 'Robotfilter', 'Hönan och Ägget', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Kryptografi', 'Övriga', 'Exploatering', 'OSINT', 'Webb', 'Övriga', 'Webb', 'Webb'], 'challenge_points': ['425', '111', '432', '50', '50', '286', '168', '50', '50'], 'solve_time': ['2024-11-16T17:17:05.268188Z', '2024-11-16T16:34:32.645697Z', '2024-11-16T16:19:43.010479Z', '2024-11-16T15:18:09.509113Z', '2024-11-16T15:01:46.920565Z', '2024-11-16T14:48:45.889654Z', '2024-11-16T14:43:51.115577Z', '2024-11-16T14:30:57.460869Z', '2024-11-16T14:19:06.195357Z']}"
63,1615,xtea418,"{'challenge_name': ['xtea418', 'Hönan och Ägget', 'Frågeformulär', 'Golf-SM', 'Sök', 'Robotfilter', 'Fillagringstjänst', 'KaKlickare', 'XML-kontroll', 'HittaHit 1', 'Långtidsminne'], 'challenge_category': ['Övriga', 'Övriga', 'Exploatering', 'Webb', 'Webb', 'Webb', 'Webb', 'Webb', 'OSINT', 'Forensik'], 'challenge_points': ['168', '50', '50', '421', '286', '152', '50', '50', '50', '338'], 'solve_time': ['2024-11-16T20:50:09.321555Z', '2024-11-16T20:43:44.682540Z', '2024-11-16T18:56:38.186232Z', '2024-11-16T17:24:30.622137Z', '2024-11-16T16:50:19.136401Z', '2024-11-16T16:42:05.478092Z', '2024-11-16T16:32:01.370626Z', '2024-11-16T16:30:49.941755Z', '2024-11-16T16:24:44.885417Z', '2024-11-16T15:53:50.521289Z']}"
64,1584,GriffinGatekeeperz,"{'challenge_name': ['alien', 'Hammer', 'Gaffyd', '4irhead', 'MacaPer', 'c0ffee', 'ChatGPT666', 'TempleOS', 'anthorne', 'Note', 'Frågeformulär', 'Golf-SM', 'Packman', 'Hönan och Ägget', 'Fillagringstjänst', 'KrEncyclopedia', 'HittaHit 1', 'HittaHit 2', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Exploatering', 'Övriga', 'Exploatering', 'Reversering', 'Övriga', 'Webb', 'Kryptografi', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['470', '50', '50', '383', '168', '152', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:39:16.586264Z', '2024-11-16T17:09:23.032513Z', '2024-11-16T16:06:17.235531Z', '2024-11-16T15:53:40.263493Z', '2024-11-16T15:14:11.734764Z', '2024-11-16T14:38:08.206318Z', '2024-11-16T13:56:44.318981Z', '2024-11-16T13:43:46.495196Z', '2024-11-16T13:39:30.728003Z', '2024-11-16T13:27:40.229442Z', '2024-11-16T13:15:05.135995Z']}"
65,1583,0x4a45,"{'challenge_name': ['0x4a45', 'Fillagringstjänst', 'Note', 'Frågeformulär', 'XML-kontroll', 'Robotfilter', 'Intern 2', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Webb', 'Exploatering', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['152', '470', '50', '50', '286', '425', '50', '50', '50'], 'solve_time': ['2024-11-16T19:44:38.179729Z', '2024-11-16T19:40:21.001077Z', '2024-11-16T18:19:29.813469Z', '2024-11-16T18:17:29.585541Z', '2024-11-16T15:59:41.384305Z', '2024-11-16T14:46:30.688173Z', '2024-11-16T14:25:49.735392Z', '2024-11-16T14:17:03.687165Z', '2024-11-16T14:06:29.501558Z']}"
66,1506,Northern Lights,"{'challenge_name': ['Mormonius', 'macfra', 'Svenlaban', 'swee', 'foxez', 'alf-arv', 'Hönan och Ägget', 'Fillagringstjänst', 'Golf-SM', 'Frågeformulär', 'NeovIM', 'Robotfilter', 'KrEncyclopedia', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'Exploatering', 'Övriga', 'Övriga', 'Webb', 'Kryptografi', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['168', '152', '50', '50', '489', '286', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:41:57.726476Z', '2024-11-16T19:29:11.074386Z', '2024-11-16T19:11:50.741304Z', '2024-11-16T19:04:56.415115Z', '2024-11-16T19:03:37.224299Z', '2024-11-16T18:25:05.518599Z', '2024-11-16T15:58:58.894888Z', '2024-11-16T14:51:25.647740Z', '2024-11-16T14:37:29.016208Z', '2024-11-16T13:45:08.419670Z', '2024-11-16T13:38:39.929807Z']}"
67,1476,Möbius-tech,"{'challenge_name': ['moebius-tech', 'despoina', 'Aljoscha Halbroth', 'RAZERZ', 'Octopodoid', 'Zebran, Koordinaterna och Piraterna', 'Robotfilter', 'HittaHit 2', 'Packman', 'KrEncyclopedia', 'KaKlickare', 'Golf-SM', 'HittaHit 1'], 'challenge_category': ['Kryptografi', 'Webb', 'OSINT', 'Reversering', 'Kryptografi', 'Webb', 'Exploatering', 'OSINT'], 'challenge_points': ['496', '286', '50', '383', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T19:13:15.358758Z', '2024-11-16T15:45:44.525460Z', '2024-11-16T15:43:39.987822Z', '2024-11-16T15:05:47.613470Z', '2024-11-16T14:55:35.169788Z', '2024-11-16T14:23:19.756748Z', '2024-11-16T13:32:16.025188Z', '2024-11-16T13:24:01.058256Z']}"
68,1452,Dr Haas & Company,"{'challenge_name': ['0xdeadbeef', 'mw', 'turtle', 'Pr0xy', 'Zimmerman', 'Packman', 'Frågeformulär', 'Fillagringstjänst', 'Långtidsminne', 'KrEncyclopedia', 'Hönan och Ägget', 'XML-kontroll', 'Golf-SM', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Reversering', 'Övriga', 'Webb', 'Forensik', 'Kryptografi', 'Övriga', 'Webb', 'Exploatering', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['383', '50', '152', '338', '111', '168', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:38:44.366440Z', '2024-11-16T17:05:07.035008Z', '2024-11-16T15:16:01.316690Z', '2024-11-16T14:45:41.170123Z', '2024-11-16T14:32:25.978269Z', '2024-11-16T14:22:02.078177Z', '2024-11-16T14:12:24.494378Z', '2024-11-16T14:06:38.396947Z', '2024-11-16T13:25:22.394204Z', '2024-11-16T13:21:59.966422Z', '2024-11-16T13:12:09.344079Z']}"
69,1442,Windows är ett Virus,"{'challenge_name': ['Blandfers', 'tw1g', 'rayuhnd', 'Robnik', 'makanaki', 'KryptoKarate', 'ctf', 'Intern 2', 'Fillagringstjänst', 'Frågeformulär', 'Hönan och Ägget', 'Golf-SM', 'KrEncyclopedia', 'HittaHit 2', 'Robotfilter', 'XML-kontroll', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['OSINT', 'Webb', 'Övriga', 'Övriga', 'Exploatering', 'Kryptografi', 'OSINT', 'Webb', 'Webb', 'Webb', 'OSINT'], 'challenge_points': ['425', '152', '50', '168', '50', '111', '50', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T20:31:08.129032Z', '2024-11-16T20:17:59.516768Z', '2024-11-16T17:48:35.926654Z', '2024-11-16T17:43:03.679398Z', '2024-11-16T15:30:04.258165Z', '2024-11-16T14:56:26.731663Z', '2024-11-16T14:25:50.205743Z', '2024-11-16T14:14:03.914340Z', '2024-11-16T14:04:44.120754Z', '2024-11-16T13:54:39.892629Z', '2024-11-16T13:36:58.828249Z']}"
70,1438,UAC,"{'challenge_name': ['goncalomf20', 'jn007', 'LeikRad', 'quintas', 'HittaHit 2', 'Sök', 'Frågeformulär', 'Robotfilter', 'Hönan och Ägget', 'Fillagringstjänst', 'Golf-SM', 'KrEncyclopedia', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb', 'Övriga', 'Webb', 'Övriga', 'Webb', 'Exploatering', 'Kryptografi', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '421', '50', '286', '168', '152', '50', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T19:31:34.895267Z', '2024-11-16T18:30:28.086927Z', '2024-11-16T17:35:55.506501Z', '2024-11-16T17:26:26.680721Z', '2024-11-16T16:00:14.680513Z', '2024-11-16T15:54:18.124542Z', '2024-11-16T15:21:28.691478Z', '2024-11-16T15:09:05.344258Z', '2024-11-16T14:43:49.572413Z', '2024-11-16T14:00:39.962103Z', '2024-11-16T13:39:00.622837Z']}"
71,1388,FCCPC,"{'challenge_name': ['ponyopoppo', 'saltcandy123', 'Robotfilter', 'Hönan och Ägget', 'Frågeformulär', 'KrEncyclopedia', 'Fillagringstjänst', 'HittaHit 1', 'Sök', 'Golf-SM', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Webb', 'Övriga', 'Övriga', 'Kryptografi', 'Webb', 'OSINT', 'Webb', 'Exploatering', 'Webb', 'Webb'], 'challenge_points': ['286', '168', '50', '111', '152', '50', '421', '50', '50', '50'], 'solve_time': ['2024-11-16T20:53:50.184924Z', '2024-11-16T19:57:09.077635Z', '2024-11-16T19:06:02.862396Z', '2024-11-16T18:57:20.428161Z', '2024-11-16T15:40:47.315393Z', '2024-11-16T15:31:22.609342Z', '2024-11-16T13:52:27.970004Z', '2024-11-16T13:48:18.405791Z', '2024-11-16T13:12:18.983536Z', '2024-11-16T13:12:00.503357Z']}"
72,1381,418s,"{'challenge_name': ['_n_', 'M0B', 'itzvenom', 'seawater', 'pwnds1de', 'HittaHit 1', 'Buggigt', 'KrEncyclopedia', 'Note', 'Hönan och Ägget', 'Golf-SM', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Övriga', 'Kryptografi', 'Exploatering', 'Övriga', 'Exploatering', 'Webb', 'Webb'], 'challenge_points': ['50', '432', '111', '470', '168', '50', '50', '50'], 'solve_time': ['2024-11-16T17:24:15.452408Z', '2024-11-16T15:54:00.403656Z', '2024-11-16T15:39:13.383041Z', '2024-11-16T15:12:45.801314Z', '2024-11-16T14:29:57.358367Z', '2024-11-16T14:24:53.002763Z', '2024-11-16T13:18:32.327522Z', '2024-11-16T13:16:46.712583Z']}"
73,1374,Vickiboyz,"{'challenge_name': ['MrTapetklister', 'Hattifnacker', 'Sök', 'Packman', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'Hönan och Ägget', 'Fillagringstjänst', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Reversering', 'Exploatering', 'OSINT', 'OSINT', 'Övriga', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['421', '383', '50', '50', '50', '168', '152', '50', '50'], 'solve_time': ['2024-11-16T20:19:33.851996Z', '2024-11-16T17:58:21.958784Z', '2024-11-16T16:07:58.151961Z', '2024-11-16T14:42:17.552242Z', '2024-11-16T14:29:06.090370Z', '2024-11-16T14:15:18.984553Z', '2024-11-16T13:46:29.659425Z', '2024-11-16T13:38:39.927531Z', '2024-11-16T13:34:48.845204Z']}"
74,1256,pton,"{'challenge_name': ['carterc', 'Viotter', 'polka107dots', 'wompwomp', 'webstyr', 'tetato', 'Skyltsmedjan', 'Hönan och Ägget', 'Frågeformulär', 'KrEncyclopedia', 'Långtidsminne', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Kryptografi', 'Övriga', 'Övriga', 'Kryptografi', 'Forensik', 'Webb', 'Webb'], 'challenge_points': ['489', '168', '50', '111', '338', '50', '50'], 'solve_time': ['2024-11-16T20:48:57.368356Z', '2024-11-16T20:43:46.567442Z', '2024-11-16T20:19:14.693775Z', '2024-11-16T19:55:29.164080Z', '2024-11-16T19:01:45.253832Z', '2024-11-16T15:59:51.322801Z', '2024-11-16T15:55:24.664995Z']}"
75,1248,Laglös,"{'challenge_name': ['tednoob', 'Dahlgren', 'Frågeformulär', 'KrEncyclopedia', 'Robotfilter', 'HittaHit 2', 'Packman', 'HittaHit 1', 'XML-kontroll', 'KaKlickare', 'Hönan och Ägget', 'Golf-SM'], 'challenge_category': ['Övriga', 'Kryptografi', 'Webb', 'OSINT', 'Reversering', 'OSINT', 'Webb', 'Webb', 'Övriga', 'Exploatering'], 'challenge_points': ['50', '111', '286', '50', '383', '50', '50', '50', '168', '50'], 'solve_time': ['2024-11-16T19:44:34.657992Z', '2024-11-16T19:36:02.796423Z', '2024-11-16T19:08:45.880732Z', '2024-11-16T18:58:06.677583Z', '2024-11-16T18:36:54.082587Z', '2024-11-16T18:08:40.259078Z', '2024-11-16T17:42:14.733340Z', '2024-11-16T17:41:17.873516Z', '2024-11-16T17:38:09.662651Z', '2024-11-16T17:31:05.945382Z']}"
76,1171,duniel,"{'challenge_name': ['duniel', 'Frågeformulär', 'Buggigt', 'XML-kontroll', 'KaKlickare', 'Sök', 'Hönan och Ägget'], 'challenge_category': ['Övriga', 'Övriga', 'Webb', 'Webb', 'Webb', 'Övriga'], 'challenge_points': ['50', '432', '50', '50', '421', '168'], 'solve_time': ['2024-11-16T20:29:49.559266Z', '2024-11-16T20:26:28.728245Z', '2024-11-16T15:04:17.391810Z', '2024-11-16T14:58:27.091436Z', '2024-11-16T14:55:04.292971Z', '2024-11-16T13:09:56.820983Z']}"
77,1170,TheMightyHacks,"{'challenge_name': ['babob', 'fiskleverdöden', 'd4nr1c3', 'T3K', 'NeovIM', 'Frågeformulär', 'Fillagringstjänst', 'Hönan och Ägget', 'HittaHit 2', 'HittaHit 1', 'KrEncyclopedia', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Övriga', 'Övriga', 'Webb', 'Övriga', 'OSINT', 'OSINT', 'Kryptografi', 'Webb', 'Exploatering'], 'challenge_points': ['489', '50', '152', '168', '50', '50', '111', '50', '50'], 'solve_time': ['2024-11-16T20:47:26.024741Z', '2024-11-16T19:04:20.151038Z', '2024-11-16T18:05:19.253020Z', '2024-11-16T15:29:35.401774Z', '2024-11-16T15:09:12.820946Z', '2024-11-16T14:15:18.915263Z', '2024-11-16T13:59:54.096561Z', '2024-11-16T13:32:01.729891Z', '2024-11-16T13:23:43.313376Z']}"
78,1170,KUDDAHSEC,"{'challenge_name': ['manach23', 'dev', 'sn0ja', 'dalega', 'Frågeformulär', 'Robotfilter', 'HittaHit 1', 'Sök', 'KrEncyclopedia', 'Fillagringstjänst', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'Webb', 'Kryptografi', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '286', '50', '421', '111', '152', '50', '50'], 'solve_time': ['2024-11-16T20:54:09.536371Z', '2024-11-16T20:51:37.555268Z', '2024-11-16T20:33:50.513712Z', '2024-11-16T16:31:22.298744Z', '2024-11-16T15:23:54.633697Z', '2024-11-16T15:15:46.791326Z', '2024-11-16T14:50:12.585037Z', '2024-11-16T14:38:49.452388Z']}"
79,1163,brbtrefika💅,"{'challenge_name': ['ShellxBurN', 'haxolotl', 'Superminaren', 'panko', 'pantsu', 'USER17', 'Intern 2', 'Fillagringstjänst', 'Frågeformulär', 'Golf-SM', 'Robotfilter', 'HittaHit 2', 'XML-kontroll', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['OSINT', 'Webb', 'Övriga', 'Exploatering', 'Webb', 'OSINT', 'Webb', 'Webb', 'OSINT'], 'challenge_points': ['425', '152', '50', '50', '286', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:51:13.441715Z', '2024-11-16T17:19:20.613975Z', '2024-11-16T17:04:47.296716Z', '2024-11-16T15:58:15.768852Z', '2024-11-16T15:38:02.715762Z', '2024-11-16T13:46:31.317888Z', '2024-11-16T13:36:54.822908Z', '2024-11-16T13:09:44.004086Z', '2024-11-16T13:04:01.350587Z']}"
80,1146,tintin,"{'challenge_name': ['tintin', 'Golf-SM', 'Skyltsmedjan', 'KrEncyclopedia', 'Zebran, Koordinaterna och Piraterna'], 'challenge_category': ['Exploatering', 'Kryptografi', 'Kryptografi', 'Kryptografi'], 'challenge_points': ['50', '489', '111', '496'], 'solve_time': ['2024-11-16T18:05:02.618923Z', '2024-11-16T17:19:12.959976Z', '2024-11-16T16:38:39.878968Z', '2024-11-16T16:29:34.353737Z']}"
81,1130,Lundbergs,"{'challenge_name': ['bandanaguy7', 'williamlundberg', 'JPrepuk', 'Extraterrestriell Kommunikation', 'Långtidsminne', 'Frågeformulär', 'XML-kontroll', 'HittaHit 2', 'Golf-SM', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Reversering', 'Forensik', 'Övriga', 'Webb', 'OSINT', 'Exploatering', 'OSINT', 'Webb'], 'challenge_points': ['492', '338', '50', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:42:40.859841Z', '2024-11-16T20:24:51.950433Z', '2024-11-16T19:58:11.400828Z', '2024-11-16T14:40:48.710972Z', '2024-11-16T14:28:13.711302Z', '2024-11-16T14:17:33.195799Z', '2024-11-16T14:05:34.396013Z', '2024-11-16T13:53:31.742658Z']}"
82,1106,jsquared,"{'challenge_name': ['joperss', 'bowald', 'Fillagringstjänst', 'KrEncyclopedia', 'Hönan och Ägget', 'Golf-SM', 'XML-kontroll', 'Intern 2', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Kryptografi', 'Övriga', 'Exploatering', 'Webb', 'OSINT', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['152', '111', '168', '50', '50', '425', '50', '50', '50'], 'solve_time': ['2024-11-16T18:03:32.324293Z', '2024-11-16T17:05:20.237129Z', '2024-11-16T16:37:21.382264Z', '2024-11-16T16:26:30.067631Z', '2024-11-16T15:40:06.857224Z', '2024-11-16T15:16:24.323658Z', '2024-11-16T14:53:24.030489Z', '2024-11-16T14:49:02.622116Z', '2024-11-16T14:14:54.882769Z']}"
83,1099,CoonNGang,"{'challenge_name': ['mrlul', 'Buggigt', 'KrEncyclopedia', 'Långtidsminne', 'Hönan och Ägget', 'Golf-SM'], 'challenge_category': ['Övriga', 'Kryptografi', 'Forensik', 'Övriga', 'Exploatering'], 'challenge_points': ['432', '111', '338', '168', '50'], 'solve_time': ['2024-11-16T20:58:42.869364Z', '2024-11-16T15:57:34.486723Z', '2024-11-16T15:35:51.064359Z', '2024-11-16T14:13:11.903559Z', '2024-11-16T14:05:13.620929Z']}"
84,1080,chg65,"{'challenge_name': ['chg65', 'colakire', 'Robotfilter', 'Frågeformulär', 'KrEncyclopedia', 'Packman', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1', 'Golf-SM', 'KaKlickare'], 'challenge_category': ['Webb', 'Övriga', 'Kryptografi', 'Reversering', 'Webb', 'OSINT', 'OSINT', 'Exploatering', 'Webb'], 'challenge_points': ['286', '50', '111', '383', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:23:29.097800Z', '2024-11-16T18:58:01.543254Z', '2024-11-16T18:52:34.264542Z', '2024-11-16T18:42:00.048051Z', '2024-11-16T17:29:28.292722Z', '2024-11-16T16:31:41.565853Z', '2024-11-16T15:33:24.812432Z', '2024-11-16T15:19:59.627700Z', '2024-11-16T13:42:32.563166Z']}"
